miRNA, Clontech_trimmed.1.fq, Clontech_trimmed.2.fq, Clontech_trimmed.3.fq, Clontech_trimmed.4.fq, Clontech_trimmed.5.fq, Clontech_trimmed.6.fq, Clontech_trimmed.7.fq, Clontech_trimmed.8.fq, Clontech_trimmed.9.fq, Clontech_trimmed.10.fq, Clontech_trimmed.11.fq, Clontech_trimmed.12.fq, Clontech_trimmed.13.fq, Clontech_trimmed.14.fq, Clontech_trimmed.15.fq, Clontech_trimmed.16.fq, Clontech_trimmed.17.fq, Clontech_trimmed.18.fq, Clontech_trimmed.1_acc.fq, Clontech_trimmed.2_acc.fq, Clontech_trimmed.3_acc.fq, Illumina_trimmed.1.fq, Illumina_trimmed.2.fq, Illumina_trimmed.3.fq, Illumina_trimmed.4.fq, Illumina_trimmed.5.fq, Illumina_trimmed.6.fq, Illumina_trimmed.7.fq, Illumina_trimmed.8.fq, Illumina_trimmed.9.fq, Illumina_trimmed.1_acc.fq, Illumina_trimmed.2_acc.fq, Illumina_trimmed.3_acc.fq, NEB_trimmed.1.fq, NEB_trimmed.2.fq, NEB_trimmed.3.fq, NEB_trimmed.4.fq, NEB_trimmed.5.fq, NEB_trimmed.6.fq, NEB_trimmed.7.fq, NEB_trimmed.8.fq, NEB_trimmed.9.fq, NEB_trimmed.10.fq, NEB_trimmed.11.fq, NEB_trimmed.12.fq, NEB_trimmed.1_acc.fq, NEB_trimmed.2_acc.fq, NEB_trimmed.3_acc.fq, NEXT_trimmed.1.fq, NEXT_trimmed.1.fq, NEXT_trimmed.2.fq, NEXT_trimmed.3.fq, NEXT_trimmed.4.fq, NEXT_trimmed.5.fq, NEXT_trimmed.6.fq, NEXT_trimmed.7.fq, NEXT_trimmed.8.fq, NEXT_trimmed.9.fq, NEXT_trimmed.10.fq, NEXT_trimmed.11.fq, NEXT_trimmed.12.fq, NEXT_trimmed.13.fq, NEXT_trimmed.14.fq, NEXT_trimmed.15.fq, NEXT_trimmed.16.fq, NEXT_trimmed.17.fq, NEXT_trimmed.18.fq, NEXT_trimmed.1_acc.fq, NEXT_trimmed.2_acc.fq, NEXT_trimmed.3_acc.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_2_TEST.fq, directional_dedupped_Ns_kept_3_TEST.fq, directional_dedupped_Ns_kept_4_TEST.fq, directional_dedupped_Ns_kept_5_TEST.fq, directional_dedupped_Ns_kept_6_TEST.fq, directional_dedupped_Ns_kept_7_TEST.fq, directional_dedupped_Ns_kept_8_TEST.fq, directional_dedupped_Ns_kept_9_TEST.fq, directional_dedupped_Ns_kept_10_TEST.fq, directional_dedupped_Ns_kept_11_TEST.fq, directional_dedupped_Ns_kept_12_TEST.fq, directional_dedupped_Ns_kept_13_TEST.fq, directional_dedupped_Ns_kept_14_TEST.fq, directional_dedupped_Ns_kept_15_TEST.fq, directional_dedupped_Ns_kept_16_TEST.fq, directional_dedupped_Ns_kept_17_TEST.fq, directional_dedupped_Ns_kept_18_TEST.fq, directional_dedupped_Ns_kept_1_acc_TEST.fq, directional_dedupped_Ns_kept_2_acc_TEST.fq, directional_dedupped_Ns_kept_3_acc_TEST.fq
hsa-miR-106b-5p, 34, 50, 44, 26, 76, 36, 70, 62, 94, 50, 83, 30, 47, 72, 84, 106, 135, 115, 140, 171, 392, 294, 208, 188, 315, 272, 354, 170, 349, 292, 57, 34, 43, 328, 322, 127, 292, 625, 861, 1809, 1605, 1420, 2648, 2929, 3487, 752, 738, 735, 173, 173, 229, 173, 1286, 678, 444, 2896, 3312, 3519, 4874, 3616, 2494, 14587, 6650, 6581, 6949, 8840, 8355, 4295, 5585, 4773, 80, 80, 80, 80, 80, 80, 80, 80, 80, 64, 52, 457, 293, 153, 498, 700, 809, 1148, 953, 744, 1852, 1275, 1262, 1459, 1665, 1690, 1204, 1168, 1122
hsa-miR-107/103a-3p/103b, 1309, 1493, 1257, 819, 2788, 1474, 5242, 3821, 5737, 2600, 5722, 2267, 3528, 5608, 5447, 7087, 8005, 6467, 5554, 8557, 18460, 13632, 13180, 8637, 19640, 14908, 18735, 9432, 20391, 23638, 5610, 5528, 5217, 25746, 29810, 7230, 19735, 56537, 76233, 127831, 124510, 111065, 190810, 199183, 244159, 126184, 127955, 127498, 35531, 35531, 26951, 15223, 133653, 78505, 59131, 181446, 256527, 283305, 449872, 257903, 181785, 1049414, 503388, 488391, 619653, 758546, 621817, 359845, 375392, 309513, 3360, 3360, 3360, 3360, 3360, 3360, 3360, 3360, 3360, 2970, 2415, 7438, 5988, 5091, 9093, 9867, 9847, 11811, 9550, 8311, 15224, 12015, 11133, 12554, 13148, 13240, 9939, 10184, 10082
hsa-miR-10a-3p, 0, 0, 0, 0, 0, 0, 19, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 8, 14, 26, 27, 12, 32, 35, 51, 35, 35, 39, 0, 0, 0, 0, 10, 3, 0, 0, 25, 13, 33, 10, 16, 40, 60, 29, 24, 45, 45, 29, 33, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 0, 7, 3, 12, 2, 3, 8, 13, 8, 9, 16, 12, 8, 7, 2
hsa-miR-10a-5p, 12, 19, 0, 10, 18, 0, 24, 29, 38, 8, 32, 0, 0, 27, 17, 30, 38, 0, 50, 68, 179, 1168, 1031, 1177, 1477, 1375, 1578, 692, 1567, 1588, 426, 492, 490, 2080, 1934, 567, 697, 1592, 2001, 2966, 2964, 2340, 3943, 4235, 5450, 3351, 3247, 3305, 139, 139, 160, 94, 279, 156, 135, 494, 551, 562, 1149, 717, 458, 2057, 1110, 863, 1224, 1267, 1253, 1175, 2798, 1596, 38, 38, 38, 38, 38, 38, 38, 38, 38, 33, 31, 108, 72, 36, 101, 163, 177, 409, 266, 200, 427, 334, 260, 427, 479, 472, 679, 967, 724
hsa-miR-10b-3p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 16, 0, 16, 26, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 18, 9, 0, 0, 0, 0, 48, 31, 21, 17, 20, 20, 9, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 5, 4, 2, 4, 3, 7, 2, 0, 4
hsa-miR-10b-5p, 11, 0, 9, 0, 0, 0, 20, 14, 0, 0, 33, 0, 0, 23, 0, 23, 0, 33, 56, 61, 165, 846, 748, 869, 1086, 1003, 1144, 572, 1277, 1358, 331, 389, 386, 1156, 999, 203, 216, 744, 926, 1156, 1356, 1077, 1643, 1945, 2302, 1497, 1469, 1524, 70, 70, 98, 40, 114, 68, 89, 185, 240, 271, 592, 341, 202, 1109, 582, 476, 768, 767, 635, 1025, 2594, 1347, 15, 15, 15, 15, 15, 15, 15, 15, 15, 24, 17, 56, 39, 24, 59, 83, 98, 261, 160, 125, 290, 190, 193, 291, 336, 299, 644, 1010, 677
hsa-miR-1178-3p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 19, 0, 44, 72, 0, 38, 0, 48, 81, 0, 57, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 57, 0, 0, 43, 0, 0, 63, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 13
hsa-miR-1178-5p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-1179, 152, 106, 135, 35, 120, 70, 111, 88, 152, 38, 103, 49, 66, 105, 94, 118, 213, 125, 129, 122, 355, 24, 24, 22, 27, 37, 35, 15, 40, 36, 4, 10, 9, 13, 23, 8, 20, 24, 52, 94, 73, 63, 133, 174, 173, 85, 81, 49, 42, 42, 32, 8, 92, 64, 88, 229, 233, 278, 418, 299, 133, 1070, 454, 366, 385, 438, 466, 335, 366, 333, 10, 10, 10, 10, 10, 10, 10, 10, 10, 5, 3, 42, 32, 25, 50, 73, 89, 141, 123, 60, 227, 124, 131, 159, 193, 211, 157, 121, 122
hsa-miR-1180-3p, 78, 86, 78, 32, 92, 60, 122, 104, 134, 47, 113, 41, 42, 92, 76, 88, 86, 78, 75, 115, 237, 519, 599, 405, 769, 473, 693, 279, 577, 564, 296, 245, 211, 8799, 8398, 2537, 2450, 6920, 9043, 13162, 12178, 10219, 15845, 16013, 18886, 8126, 7739, 7498, 2376, 2376, 2011, 1101, 5030, 3248, 2820, 9145, 10751, 9973, 9977, 6417, 4988, 18651, 11543, 8623, 7885, 8991, 7226, 6830, 6949, 5510, 378, 378, 378, 378, 378, 378, 378, 378, 378, 372, 300, 1193, 953, 555, 1371, 1752, 1789, 2038, 1511, 1371, 2625, 2123, 1805, 1806, 1955, 1785, 1703, 1360, 1285
hsa-miR-1180-5p, 96, 69, 93, 44, 119, 78, 182, 135, 138, 72, 160, 38, 64, 87, 74, 114, 87, 91, 108, 110, 338, 0, 0, 0, 0, 0, 10, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 6, 0, 82, 0, 40, 121, 156, 131, 129, 0, 107, 284, 144, 170, 121, 0, 125, 120, 213, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 6, 11, 11, 10, 0, 0, 16, 10, 8, 13, 0, 14, 17, 11, 12
hsa-miR-1181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-1182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-1183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-1184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-1185-1-3p, 0, 31, 0, 0, 37, 28, 34, 0, 76, 0, 25, 0, 16, 30, 25, 38, 79, 47, 36, 36, 141, 3, 6, 10, 10, 10, 12, 0, 10, 14, 0, 4, 5, 16, 26, 10, 31, 63, 93, 111, 104, 82, 186, 132, 232, 115, 116, 93, 0, 0, 0, 0, 11, 3, 2, 36, 37, 40, 26, 41, 27, 101, 67, 60, 42, 60, 56, 32, 56, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 6, 8, 15, 11, 12, 5, 21, 23, 13, 22, 24, 24, 13, 13, 12
hsa-miR-1185-2-3p, 28, 19, 0, 0, 40, 0, 0, 0, 123, 19, 0, 0, 0, 0, 0, 40, 0, 65, 0, 0, 182, 0, 0, 5, 4, 0, 0, 2, 0, 4, 0, 4, 0, 6, 18, 0, 7, 14, 26, 49, 24, 27, 37, 50, 69, 30, 36, 16, 0, 0, 0, 0, 32, 8, 0, 0, 25, 22, 21, 20, 20, 78, 46, 37, 16, 46, 54, 28, 45, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 6, 6, 9, 5, 4, 16, 11, 8, 5, 16, 13, 10, 7, 9
hsa-miR-1185-5p, 19, 29, 44, 17, 56, 25, 89, 72, 107, 38, 64, 41, 55, 82, 71, 92, 129, 95, 82, 102, 247, 112, 106, 85, 193, 136, 152, 87, 166, 170, 27, 40, 26, 43, 56, 18, 44, 98, 116, 244, 226, 204, 369, 349, 475, 135, 111, 125, 4, 4, 0, 0, 23, 5, 20, 75, 62, 54, 96, 73, 48, 259, 130, 117, 76, 150, 184, 83, 142, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 2, 4, 10, 13, 16, 43, 25, 20, 52, 42, 33, 39, 71, 82, 43, 34, 31
hsa-miR-1193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 24, 0, 0, 15, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-1197, 0, 33, 32, 0, 51, 0, 62, 46, 89, 29, 57, 33, 39, 59, 53, 70, 150, 73, 41, 82, 215, 54, 55, 28, 72, 65, 65, 30, 67, 58, 18, 11, 9, 99, 117, 49, 82, 221, 184, 614, 403, 389, 734, 738, 785, 471, 490, 500, 23, 23, 18, 0, 86, 38, 34, 121, 134, 114, 225, 178, 140, 645, 297, 282, 277, 343, 391, 158, 192, 234, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 0, 28, 16, 4, 22, 35, 33, 90, 70, 55, 131, 87, 75, 113, 139, 163, 82, 50, 72
hsa-miR-1199-3p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-1199-5p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 365, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1060, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-1200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-1202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-1203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-1204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-1205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-1206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-1207-3p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-1207-5p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-1208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-122-3p, 0, 0, 9, 10, 0, 17, 41, 27, 72, 10, 0, 0, 12, 26, 26, 21, 61, 0, 48, 49, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 7, 15, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 13, 15, 10, 0, 41, 8, 34, 24, 10, 24, 24, 16, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 2, 3, 0, 4, 5, 3, 3, 2, 9, 4, 4, 5
hsa-miR-122-5p, 79, 58, 44, 41, 74, 58, 112, 68, 140, 56, 99, 41, 74, 82, 91, 105, 144, 138, 185, 206, 534, 34, 50, 26, 57, 51, 40, 33, 53, 61, 20, 12, 13, 1149, 1125, 331, 231, 755, 927, 1394, 1138, 975, 1508, 1756, 2056, 614, 622, 612, 253, 253, 147, 160, 471, 245, 188, 500, 705, 814, 528, 449, 264, 1230, 538, 474, 559, 527, 524, 508, 708, 494, 49, 49, 49, 49, 49, 49, 49, 49, 49, 32, 41, 180, 113, 51, 119, 217, 262, 245, 189, 134, 300, 188, 186, 217, 231, 236, 260, 263, 220
hsa-miR-1224-3p, 1176, 993, 1094, 644, 1754, 1220, 2609, 1999, 1876, 1195, 2612, 1003, 1243, 1945, 1948, 2192, 2342, 1952, 1729, 2301, 6179, 0, 0, 0, 41, 34, 44, 25, 29, 37, 0, 0, 0, 246, 314, 122, 118, 289, 410, 592, 472, 421, 691, 667, 832, 497, 617, 477, 216, 216, 321, 0, 994, 363, 380, 869, 1624, 1503, 1446, 1085, 1039, 3630, 1580, 1837, 1255, 1497, 1644, 761, 1028, 650, 43, 43, 43, 43, 43, 43, 43, 43, 43, 0, 0, 332, 181, 81, 173, 403, 458, 565, 398, 396, 762, 509, 564, 496, 605, 616, 377, 278, 238
hsa-miR-1224-5p, 274, 211, 247, 84, 223, 140, 280, 216, 285, 95, 236, 93, 105, 144, 149, 154, 196, 206, 174, 177, 540, 75, 72, 47, 68, 58, 69, 32, 51, 60, 29, 30, 17, 505, 493, 192, 142, 422, 543, 698, 576, 537, 754, 799, 1208, 634, 629, 734, 178, 178, 154, 150, 430, 181, 126, 579, 722, 714, 710, 417, 391, 1729, 842, 743, 587, 740, 613, 432, 433, 290, 33, 33, 33, 33, 33, 33, 33, 33, 33, 23, 35, 161, 90, 37, 112, 198, 228, 246, 167, 156, 332, 250, 245, 229, 289, 251, 203, 132, 116
hsa-miR-1225-3p, 238, 202, 193, 128, 223, 180, 358, 263, 267, 138, 304, 110, 101, 169, 182, 188, 195, 182, 164, 176, 604, 26, 33, 19, 39, 41, 50, 16, 60, 40, 8, 19, 9, 79, 53, 43, 54, 92, 116, 163, 158, 106, 151, 199, 285, 177, 178, 146, 67, 67, 107, 49, 151, 83, 90, 205, 371, 327, 470, 324, 220, 948, 502, 407, 444, 563, 506, 294, 484, 301, 10, 10, 10, 10, 10, 10, 10, 10, 10, 12, 9, 52, 34, 20, 40, 101, 92, 187, 127, 87, 193, 157, 143, 165, 218, 194, 154, 141, 108
hsa-miR-1225-5p, 64, 85, 70, 59, 136, 92, 127, 107, 134, 53, 122, 43, 0, 71, 67, 84, 62, 74, 76, 74, 242, 11, 10, 12, 25, 10, 0, 8, 7, 11, 5, 0, 0, 41, 29, 21, 17, 28, 55, 83, 21, 0, 41, 50, 75, 37, 40, 43, 54, 54, 55, 48, 89, 58, 78, 198, 177, 337, 196, 134, 140, 487, 200, 173, 161, 133, 170, 136, 184, 141, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 33, 23, 17, 22, 41, 74, 61, 48, 43, 73, 50, 44, 54, 53, 59, 46, 34, 37
hsa-miR-1226-3p, 153, 125, 111, 50, 179, 106, 238, 201, 318, 92, 235, 99, 126, 186, 202, 208, 182, 190, 225, 277, 794, 34, 26, 32, 37, 25, 32, 18, 36, 18, 0, 11, 10, 266, 287, 77, 111, 249, 394, 459, 442, 363, 606, 545, 669, 365, 378, 415, 312, 312, 242, 121, 512, 251, 258, 721, 1008, 975, 867, 665, 538, 1888, 878, 913, 765, 940, 943, 639, 792, 620, 55, 55, 55, 55, 55, 55, 55, 55, 55, 41, 23, 180, 118, 52, 128, 247, 287, 337, 252, 221, 380, 295, 286, 318, 357, 356, 297, 243, 204
